Lewis O.T.,Cognato A.I.
Lewis O.T.,Davies S.
Lewis O.T.,Kaman O.
Lewis O.T.,Knizek M.
Lewis O.T.,Miller S.E.
Lewis O.T.,Morse G.E.
Lewis O.T.,Novotny V.
Lewis O.T.,Pongpattananurak N.
Lewis O.T.,Pramual P.
Lewis O.T.,Quicke D.L.J.
Lewis O.T.,Robbins R.K.
Lewis O.T.,Sakchoowong W.
Lewis O.T.,Schutze M.
Lewis O.T.,Vesterinen E.J.
Lewis O.T.,Wang W.Z.
Lewis O.T.,Wang Y.Y.
Lewis O.T.,Weiblen G.
Lewis O.T.,Wright J.S.
Segar S.T.,Klimes P.
Segar S.T.,Barrios H.
Segar S.T.,Brown J.W.
Segar S.T.,Bunyavejchewin S.
Segar S.T.,Butcher B.A.
Segar S.T.,Cognato A.I.
Segar S.T.,Davies S.
Segar S.T.,Kaman O.
Segar S.T.,Knizek M.
Segar S.T.,Miller S.E.
Segar S.T.,Morse G.E.
Segar S.T.,Novotny V.
Segar S.T.,Pongpattananurak N.
Segar S.T.,Pramual P.
Segar S.T.,Quicke D.L.J.
Segar S.T.,Robbins R.K.
Segar S.T.,Sakchoowong W.
Segar S.T.,Schutze M.
Segar S.T.,Vesterinen E.J.
Segar S.T.,Wang W.Z.
Segar S.T.,Wang Y.Y.
Segar S.T.,Weiblen G.
Segar S.T.,Wright J.S.
Klimes P.,Barrios H.
Klimes P.,Brown J.W.
Klimes P.,Bunyavejchewin S.
Klimes P.,Butcher B.A.
Klimes P.,Cognato A.I.
Klimes P.,Davies S.
Klimes P.,Kaman O.
Klimes P.,Knizek M.
Klimes P.,Miller S.E.
Klimes P.,Morse G.E.
Klimes P.,Novotny V.
Klimes P.,Pongpattananurak N.
Klimes P.,Pramual P.
Klimes P.,Quicke D.L.J.
Klimes P.,Robbins R.K.
Klimes P.,Sakchoowong W.
Klimes P.,Schutze M.
Klimes P.,Vesterinen E.J.
Klimes P.,Wang W.Z.
Klimes P.,Wang Y.Y.
Klimes P.,Weiblen G.
Klimes P.,Wright J.S.
