Title,cover_date,subject_area
Preparation of poly(methyl methacrylate)-silica nanocomposites via DMP-assisted RAFT polymerization and NR/PMMA-RAFT-SiO2 hybrid membrane for pervaporation,2022-04-05,"PHYS, MATE, CHEM, MATE"
Efficient iron-cobalt oxide bifunctional electrode catalysts in rechargeable high current density zinc-air batteries,2022-04-04,MATE
Use of barite concrete for radiation shielding against gamma-rays and neutrons,2022-04-04,"ENGI, ENGI, MATE"
"Molecular detection of Trypanosoma (Trypanosomatidae) in bats from Thailand, with their phylogenetic relationships",2022-04-04,"IMMU, AGRI, MEDI"
Bio-derived Polymers for Packaging,2022-04-01,"CHEM, CENG"
Search for electroweak production of charginos and neutralinos in proton-proton collisions at √s = 13 TeV,2022-04-01,PHYS
"Erratum to: Measurement of the top quark mass with lepton+jets final states using pp collisions at s = 13 TeV (The European Physical Journal C, (2018), 78, 11, (891), 10.1140/epjc/s10052-018-6332-9)",2022-04-01,"ENGI, PHYS"
"Erratum to: Search for new physics in dijet angular distributions using proton-proton collisions at s = 13 TeV and constraints on dark matter and other models (The European Physical Journal C, (2018), 78, 9, (789), 10.1140/epjc/s10052-018-6242-x)",2022-04-01,"ENGI, PHYS"
Incidence of oxaliplatin hypersensitivity reaction among colorectal cancer patients: A 5-year retrospective study,2022-04-01,"HEAL, PHAR"
"In vitro Evaluation of Antibacterial, Antioxidant, and Anticancer properties of Panchagavya",2022-04-01,"PHAR, MEDI"
Policy design for transforming learning systems responsive to future global changes in Thailand 2040,2022-04-01,SOCI
Teachers’ experiences in a professional learning community: Insights on policy delivery and characteristics of the PLC in schools,2022-04-01,SOCI
Search for supersymmetry in final states with two or three soft leptons and missing transverse momentum in proton-proton collisions at √s = 13 TeV,2022-04-01,PHYS
Optimal Device and Regimen of Nasal Saline Treatment for Sinonasal Diseases: Systematic Review,2022-04-01,"MEDI, MEDI"
Remodeling of the Lumbar Facet Joint After Full Endoscopic Resection for Lumbar Osteoid Osteoma: Case Report and Literature Review,2022-04-01,"MEDI, MEDI"
Emotional engagement in Thai and Japanese insurance advertising: corpus-based keyword analysis,2022-04-01,"ARTS, SOCI"
Measurement of the inclusive t t ¯ production cross section in proton-proton collisions at √s = 5.02 TeV,2022-04-01,PHYS
"Sustainable Energy Transition in Thailand: Drivers, Barriers and Challenges of Waste-to-Energy at Krabi Province",2022-04-01,ENVI
Surveillance Model of Parasitic Zoonosis in Cyprinoid Fishes in Northern Zone and Northeastern Zone of Thailand and Myanmar Using GIS,2022-04-01,"SOCI, PHYS, EART"
Search for a heavy resonance decaying into a top quark and a W boson in the lepton+jets final state at √s = 13 TeV,2022-04-01,PHYS
Effects of prompting type and learning achievement on reading literacy of ninth graders,2022-04-01,SOCI
Precision measurement of the W boson decay branching fractions in proton-proton collisions at s =13 TeV,2022-04-01,PHYS
Search for a right-handed W boson and a heavy neutrino in proton-proton collisions at √s = 13 TeV,2022-04-01,PHYS
Effects of interleaved practice with cumulative schedule on Thai lower secondary students’ long-term retention of grammatical knowledge and their perception towards the instruction,2022-04-01,SOCI
Predicative Adjectives in Thai: Diachronic Changes in the Past Century,2022-04-01,"SOCI, ARTS, SOCI, SOCI, ARTS, ARTS, ARTS"
IP-10 and complement activation as friend or foe in COVID-19,2022-04-01,"MEDI, IMMU, PHAR"
Use of qRT-PCR for SARS-CoV-2 sgRNA leader for the therapeutic plan: a preliminary report on 10 patients,2022-04-01,"IMMU, IMMU, MEDI, IMMU"
A Mobile Phone App to Support Adherence to Daily HIV Pre-exposure Prophylaxis Engagement Among Young Men Who Have Sex With Men and Transgender Women Aged 15 to 19 Years in Thailand: Pilot Randomized Controlled Trial,2022-04-01,MEDI
Comparison of intensity modulated proton therapy beam configurations for treating thoracic esophageal cancer,2022-04-01,"PHYS, MEDI, MEDI"
A community intervention effectiveness study of single dose or two doses of bivalent HPV vaccine (CERVARIX®) in female school students in Thailand,2022-04-01,MULT
The Influence of Agrochemicals on Macroinvertebrate Community Structure in Various Agricultural Rivers in Jember Regency,2022-04-01,"AGRI, AGRI, BIOC, IMMU"
Evaluation of Sacha Inchi (Plukenetia volubilis L.) By-Products as Valuable and Sustainable Sources of Health Benefits,2022-04-01,"AGRI, AGRI"
Pancyclicity of the n-Generalized Prism over Skirted Graphs,2022-04-01,"COMP, CHEM, MATH, PHYS"
"Flood Hazard Mapping and Flood Preparedness Literacy of the Elderly Population Residing in Bangkok, Thailand",2022-04-01,"SOCI, BIOC, AGRI, ENVI"
"Consequences of COVID-19 on Health, Economy, and Tourism in Asia: A Systematic Review",2022-04-01,"COMP, SOCI, ENER, ENGI, ENVI, ENER, COMP, COMP, ENVI"
Mechanical Experiments on Concrete with Hybrid Fiber Reinforcement for Structural Rehabilitation,2022-04-01,"MATE, PHYS"
Zero-form and one-form symmetries of the ABJ and related theories,2022-04-01,PHYS
Prediction of the Stability of Various Tunnel Shapes Based on Hoek–Brown Failure Criterion Using Artificial Neural Network (ANN),2022-04-01,"SOCI, ENER, ENVI, ENER, ENVI"
"Erratum to: Measurement of exclusive Υ photoproduction from protons in pPb collisions at s NN = 5.02 TeV (The European Physical Journal C, (2019), 79, 3, (277), 10.1140/epjc/s10052-019-6774-8)",2022-04-01,"ENGI, PHYS"
Hyperspectral and genome-wide association analyses of leaf phosphorus status in local Thai indica rice,2022-04-01,MULT
"Students’ Attitude Toward Active Learning in Health Science Education: The Good, the Challenges, and the Educational Field Differences",2022-04-01,SOCI
Neural Network‐Based Prediction Model for the Stability of Unlined Elliptical Tunnels in Cohesive‐Frictional Soils,2022-04-01,"ENGI, ENGI, ENGI"
Systemic cytokine profiles in biliary atresia,2022-04-01,MULT
Drug-related problems identified during pharmaceutical care interventions in an intensive care unit at a tertiary university hospital,2022-04-01,MEDI
Long-term persistence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein-specific and neutralizing antibodies in recovered COVID-19 patients,2022-04-01,MULT
IN RESPONSE,2022-04-01,MEDI
Sugarcane Bagasse Ash as a Catalyst Support for Facile and Highly Scalable Preparation of Magnetic Fenton Catalysts for Ultra-Highly Efficient Removal of Tetracycline,2022-04-01,"CENG, ENVI, CHEM"
Development of high-throughput lacrimal gland organoid platforms for drug discovery in dry eye disease,2022-04-01,MEDI
Mathematical Modeling for Evaluating Inherent Parameters Affecting UVC Decontamination of Indicator Bacteria,2022-04-01,"BIOC, AGRI, ENVI, IMMU"
Upgrading Rate and Associated Factors of High-Risk Breast Lesions from Imaging Guided Breast Biopsy in King Chulalongkorn Memorial Hospital,2022-04-01,MEDI
HEALTHY SCHOOL MANAGEMENT MODEL OF CHILD-FRIENDLY SCHOOLS: CHILDREN NUTRITION STATUS AND LEARNING ATMOSPHERE,2022-04-01,SOCI
Proper Tracheostomy Tube Bending Angle and Flange-to-Angle Length,2022-04-01,MEDI
"Feasibility Study of Water Reclamation Projects in Industrial Parks Incorporating Environmental Benefits: A Case Study in Chonburi, Thailand",2022-04-01,"SOCI, BIOC, AGRI, ENVI"
"Effects of high salinity in drinking water on behaviors, growth, and renal electrolyte excretion in crossbred Boer goats under tropical conditions",2022-04-01,VETE
HAWC Study of the Ultra-high-energy Spectrum of MGRO J1908+06,2022-04-01,"PHYS, EART"
"Convergent evolution of Amphidromus-like colourful arboreal snails and phylogenetic relationship of East Asian camaenids, with description of a new Aegistohadra species (Helicoidei: Camaenidae: Bradybaeninae)",2022-04-01,AGRI
Search for heavy resonances decaying to ZZ or ZW and axion-like particles mediating nonresonant ZZ or ZH production at √s = 13 TeV,2022-04-01,PHYS
Multicomponent Intervention Associated with Improved Emotional and Cognitive Outcomes of Marginalized Unemployed Youth of Latin America,2022-04-01,SOCI
Search for long-lived particles decaying into muon pairs in proton-proton collisions at √s = 13 TeV collected with a dedicated high-rate data stream,2022-04-01,PHYS
5-O-(N-Boc-L-Alanine)-Renieramycin T Induces Cancer Stem Cell Apoptosis via Targeting Akt Signaling,2022-04-01,"PHAR, PHAR, PHAR"
Effects of Farinelli Breating Exercise on Respiratory Function and Symptoms in Patients with Chronic Obstructive Pulmonary Disease,2022-04-01,"MEDI, MEDI"
Search for low-mass dilepton resonances in Higgs boson decays to four-lepton final states in proton–proton collisions at √s=13TeV,2022-04-01,"ENGI, PHYS"
Durable clearance rate of photodynamic therapy for Bowen disease and cutaneous squamous cell carcinoma: A systematic review and meta-analysis,2022-04-01,"MEDI, MEDI"
Developing and Validating an Assessment Scale to Measure the Competitiveness of Wellness Destinations,2022-04-01,"COMP, SOCI, ENER, ENVI, ENER, COMP, COMP, ENVI"
Anterior or Posterior Ankle Foot Orthoses for Ankle Spasticity: Which One Is Better?,2022-04-01,NEUR
Degradation Behavior of Biodegradable Plastics in Thermophilic Landfill Soil and Wastewater Sludge Conditions,2022-04-01,"ENVI, ENER, ENVI, ENVI, ENVI"
Impairment of Invasion and Maturation and Decreased Selectivity of Plasmodium falciparum in G6PD Viangchan and Mahidol Variants,2022-04-01,"MEDI, MEDI"
"Safety, antiviral activity and pharmacokinetics of JNJ-64530440, a novel capsid assembly modulator, as 4 week monotherapy in treatment-naive patients with chronic hepatitis B virus infection",2022-04-01,"PHAR, MEDI, MEDI, MEDI"
Three New Dihydrophenanthrene Derivatives from Cymbidium ensifolium and Their Cytotoxicity against Cancer Cells,2022-04-01,"CHEM, CHEM, BIOC, PHAR, PHAR, CHEM, CHEM"
Effects of Repeated Injection of 1% Lidocaine vs. Radial Extracorporeal Shock Wave Therapy for Treating Myofascial Trigger Points: A Randomized Controlled Trial,2022-04-01,MEDI
Fast continuous streaming sort in big streaming data environment under fixed-size single storage,2022-04-01,MULT
Theoretical positions and approaches to resilience assessment in farming systems. A review,2022-04-01,"ENVI, AGRI"
A Review: Antimicrobial Therapy for Human Pythiosis,2022-04-01,"IMMU, BIOC, PHAR, MEDI, MEDI, MEDI"
Smartphone multiplex microcapillary diagnostics using Cygnus: Development and evaluation of rapid serotype-specific NS1 detection with dengue patient samples,2022-04-01,"MEDI, MEDI"
Arthroscopic Bony Bankart Repair Using Suture Suspension to Increase Bone Contact Area,2022-04-01,MEDI
Incidence of active tuberculosis among people living with HIV receiving long-term antiretroviral therapy in high TB/HIV burden settings in Thailand: implication for tuberculosis preventive therapy,2022-04-01,"MEDI, MEDI"
Association between Internalized Stigma and Depression among People Living with HIV in Thailand,2022-04-01,"ENVI, MEDI, ENVI"
More Prominent Inflammatory Response to Pachyman Than to Whole‐Glucan Particle and Oat‐β‐Glucans in Dextran Sulfate‐Induced Mucositis Mice and Mouse Injection through Proinflammatory Macrophages,2022-04-01,"CENG, BIOC, CHEM, COMP, CHEM, CHEM, CHEM"
"Plastid Genome of Equisetum xylochaetum from the Atacama Desert, Chile and the Relationships of Equisetum Based on Frequently Used Plastid Genes and Network Analysis",2022-04-01,"AGRI, ENVI, AGRI"
Is the JAK-STAT Signaling Pathway Involved in the Pathogenesis of Depression?,2022-04-01,MEDI
Oral vitamin A supplementation in preterm infants to improve health outcomes: A systematic review and meta-analysis,2022-04-01,MULT
Automatic Speech Discrimination Assessment Methods Based on Event-Related Potentials (ERP),2022-04-01,"CHEM, COMP, PHYS, BIOC, PHYS, ENGI"
The Immune Profile of Major Dysmood Disorder: Proof of Concept and Mechanism Using the Precision Nomothetic Psychiatry Approach,2022-04-01,MEDI
In Vitro Effects of Cannabidiol on Activated Immune–Inflammatory Pathways in Major Depressive Patients and Healthy Controls,2022-04-01,"BIOC, PHAR, PHAR"
Recycled Sericin Hydrolysates Modified by Alcalase® Suppress Melanogenesis in Human Melanin-Producing Cells via Modulating MITF,2022-04-01,"CENG, BIOC, CHEM, COMP, CHEM, CHEM, CHEM"
Comparative performance of five recombinant and chimeric antigens in a time-resolved fluorescence immunoassay for detection of Toxoplasma gondii infection in cats,2022-04-01,"IMMU, VETE"
"Liquid-Phase Selective Hydrogenation of Furfural to Furfuryl Alcohol over Ferromagnetic Element (Fe, Co, Ni, Nd)-Promoted Pt Catalysts Supported on Activated Carbon",2022-04-01,"CENG, CHEM"
Molecular properties and ligand specificity of zebrafish intelectin-2,2022-04-01,"ENVI, IMMU, AGRI, IMMU"
N-Trans-p-Coumaroyltyramine Enhances Indomethacin- and Diclofenac-induced Apoptosis Through Endoplasmic Reticulum Stress-dependent Mechanism in MCF-7 Cells,2022-04-01,"MEDI, BIOC"
Effect of Vagus Nerve Stimulation on Attention and Working Memory in Neuropsychiatric Disorders: A Systematic Review,2022-04-01,"NEUR, MEDI, MEDI"
Two-dimensional (2D) hybrid nanomaterials for diagnosis and treatment of cancer,2022-04-01,PHAR
Neutrophil Extracellular Traps in Severe SARS-CoV-2 Infection: A Possible Impact of LPS and (1→3)-β-D-glucan in Blood from Gut Translocation,2022-04-01,BIOC
Identification and Subtyping of Salmonella Isolates Using Matrix-Assisted Laser Desorption–Ionization Time-of-Flight Mass Spectrometry (MALDI-TOF),2022-04-01,"IMMU, MEDI, IMMU"
Healthy mind in healthy body: Identifying the causal effect of mental health on physical health,2022-04-01,"ECON, ECON"
Calderón-Zygmund theory for non-convolution type nonlocal equations with continuous coefficient,2022-04-01,"MATH, MATH, MATH, MATH"
Prevalence of latent tuberculosis infection among pre-clinical and clinical medical students using QuantiFERON-TB gold plus and tuberculin skin test at a teaching hospital in Thailand: A cross-sectional study,2022-04-01,"MEDI, MEDI"
Controlling the in vitro gastrointestinal digestion of emulsified lipids by encapsulation within nanocellulose-fortified alginate beads,2022-04-01,"AGRI, CENG, IMMU"
Pre-treatment of Nile tilapia (Oreochromis niloticus) with ozone nanobubbles improve efficacy of heat-killed Streptococcus agalactiae immersion vaccine,2022-04-01,"IMMU, ENVI, AGRI, IMMU"
Nursing Administration: Watson’s Theory of Human Caring,2022-04-01,NURS
An Investigation of Pre-Service Teachers Using Mobile and Wearable Devices for Emotion Recognition and Social Sharing of Emotion to Support Emotion Regulation in mCSCL Environments,2022-04-01,"SOCI, BUSI"
Sexually transmitted infections incidence in young Thai men who have sex with men and transgender women using HIV pre-exposure prophylaxis,2022-04-01,"MEDI, MEDI, MEDI, MEDI"
"Tiny in size, big in impact: Extracellular vesicles as modulators of mood, anxiety and neurodevelopmental disorders",2022-04-01,"PSYC, NEUR, NEUR"
Enhancing clinical applications of PVA hydrogel by blending with collagen hydrolysate and silk sericin,2022-04-01,"MATE, CHEM, MATE"
Application of TiO2-based nanocomposites for simultaneous H2 production and biodiesel wastewater remediation,2022-04-01,"BIOC, ENGI, ENVI, CENG"
Preference and ability to perform blood-versus oral-fluid-based HIV self-testing in adolescents and young adults in Bangkok,2022-04-01,"MEDI, MEDI, MEDI, MEDI"
Molecular self-diffusivity and separation of CH4/H2S in metal organic framework MIL-47(V),2022-04-01,"CHEM, MATE, PHYS, ENGI"
Extradural anterior clinoidectomy versus endoscopic transplanum-transcavernous approach to the paraclinoid region: quantitative anatomical exposure analysis,2022-04-01,"MEDI, MEDI"
"A minimal monitoring approach for the treatment of hepatitis C virus infection (ACTG A5360 [MINMON]): a phase 4, open-label, single-arm trial",2022-04-01,"MEDI, MEDI"
Accuracy of the figure of 8 walk test with and without dual-task to predict falls in older adults,2022-04-01,"HEAL, HEAL, MEDI, MEDI"
Normal approximation for call function of locally dependent random variables,2022-04-01,MULT
Persistently reversible pH-/thermo-responsive chitosan/poly (N-isopropyl acrylamide) hydrogel through clickable crosslinked interpenetrating network,2022-04-01,"PHYS, ENGI, MATE, MATE"
Molecular characterization of biosynthesis of polyunsaturated fatty acids during different developmental stages in the copepod Apocyclops royi,2022-04-01,"AGRI, AGRI"
Some Antioxidant Properties of Components from the Flower of Ochna integerrima and Their Beneficial Effects on HaCaT Keratinocytes and in Silico Analysis on Tyrosinase,2022-04-01,"CENG, BIOC, CHEM, BIOC, BIOC"
Gold nanoparticles supported on functionalized silica for adsorption and oxidation of toluene,2022-04-01,"MATE, PHYS"
The stability of tetracalcium phosphate/titanium implants: A short-term follow-up study,2022-04-01,DENT
"Course and predictors of disability in Thai patients with schizophrenia: A 2-year, multi-center, prospective, observational study",2022-04-01,"PSYC, MEDI"
TIL expansion with high dose IL-2 or low dose IL-2 with anti-CD3/anti-CD28 stimulation provides different quality of TIL-expanded T cell clones,2022-04-01,"MEDI, IMMU"
Establishment of national diagnostic reference levels for percutaneous coronary interventions (PCIs) in Thailand,2022-04-01,"BIOC, MEDI, PHYS"
Neural alterations in working memory of mild-moderate TBI: An fMRI study in Malaysia,2022-04-01,NEUR
"Occurrence and Distribution of Snake Species in Balochistan Province, Pakistan",2022-04-01,AGRI
Utilization and in-hospital complications of catheter ablation for atrial fibrillation in patients with obesity and morbid obesity,2022-04-01,MEDI
Patterns of molar agenesis associated with p.P20L and p.R77Q variants in PAX9,2022-04-01,DENT
How Prone Position Affects the Anatomy of Lumbar Nerve Roots and Psoas Morphology for Prone Transpsoas Lumbar Interbody Fusion,2022-04-01,"MEDI, MEDI"
First detection and molecular identification of Babesia gibsoni and Hepatozoon canis in an Asiatic wild dog (Cuon alpinus) from Thailand,2022-04-01,"IMMU, AGRI, MEDI"
Synergistic effects of a novel multi-branched polylactide ionomer on polylactide film,2022-04-01,MATE
Gene flow from rhesus (Macaca mulatta) to cynomolgus macaques (M. fascicularis) and effects of introgressive hybridization on reproduction in two biomedically relevant non-human primate species,2022-04-01,"AGRI, VETE"
Mucus from the Pulmonate Sea Slug Onchidium typhae: Biochemical composition and ecological implications for the intertidal community,2022-04-01,"AGRI, AGRI, ENVI"
Mechanism of wetting–induced deformation and failure of unsaturated soils,2022-04-01,"ENGI, MATE, EART, ENGI"
Probiogenomic analysis and safety assessment of Bacillus isolates using Omics approach in combination with In-vitro,2022-04-01,AGRI
Rational design of fly ash-based composites for sustainable lithium-ion battery anodes,2022-04-01,"CENG, CHEM"
"Simple, controllable and environmentally friendly synthesis of FeCoNiCuZn-based high-entropy alloy (HEA) catalysts, and their surface dynamics during nitrobenzene hydrogenation",2022-04-01,"CENG, CHEM"
The clinical and electrophysiological investigation of tremor,2022-04-01,"NEUR, NEUR, MEDI, MEDI"
Microstructural effects on the response of a multi-layered elastic substrate,2022-04-01,"MATH, MATE, PHYS, ENGI, ENGI, MATH"
Outcomes of Surgical Interventions in Primary Congenital Glaucoma Patients,2022-04-01,MEDI
Prediction of Thermal-Induced Buckling Failures of Ballasted Railway Tracks Using Artificial Neural Network (ANN),2022-04-01,"ENGI, ENGI, ENGI, ENGI, ENGI, MATH"
Neuroimaging Pearls from the MDS Congress Video Challenge. Part 2: Acquired Disorders,2022-04-01,"NEUR, MEDI"
Clinical outcomes and screening for organ involvement in pediatric Langerhans cell histiocytosis in Thailand: multicenter study on behalf of the Thai Pediatric Oncology Group,2022-04-01,MEDI
Robust interphase on both anode and cathode enables stable aqueous lithium-ion battery with coulombic efficiency exceeding 99%,2022-04-01,"ENER, MATE, ENER"
Macro-Mini Linear Actuator Using Electrorheological-Fluid Brake for Impedance Modulation in Physical Human-Robot Interaction,2022-04-01,"ENGI, ENGI, COMP, ENGI, COMP, COMP, MATH, COMP"
Fabrication of delayed release hard capsule shells from zein/methacrylic acid copolymer blends,2022-04-01,PHAR
Partial black porcelain using wood charcoal as carbon source: Characterization of porcelain body part,2022-04-01,"MATE, PHYS, ENGI, ENGI"
The effect of Zn doping on active Cu species and its location of Cu-exchanged mordenite for the stepwise oxidation of methane to methanol,2022-04-01,"CHEM, CENG"
Thailand guideline 2020 for medical management of gastroesophageal reflux disease,2022-04-01,"MEDI, MEDI"
Machine learning algorithms for early sepsis detection in the emergency department: A retrospective study,2022-04-01,MEDI
A 2D field-consistent beam element for large displacement analysis using a rational Bézier representation with varying weights,2022-04-01,"MATH, MATH"
Comparison of Unremoved Intervertebral Disc Location Between 2 Lateral Lumbar Interbody Fusion (LLIF) Techniques,2022-04-01,"MEDI, MEDI"
"Determination of rainfall data for direct runoff prediction in monsoon region: a case study in the Upper Yom basin, Thailand",2022-04-01,"ENVI, EART, EART"
Effects of Aedes aegypti salivary protein on duck Tembusu virus replication and transmission in salivary glands,2022-04-01,"IMMU, VETE, AGRI, MEDI"
"In COVID-19, NLRP3 inflammasome genetic variants are associated with critical disease and these effects are partly mediated by the sickness symptom complex: a nomothetic network approach",2022-04-01,"BIOC, NEUR, MEDI"
Angiotensin converting enzyme inhibitors/cyclodextrin inclusion complexes: solution and solid-state characterizations and their thermal stability,2022-04-01,"AGRI, CHEM, PHYS"
SARS-CoV-2 omicron variant: Could it be another threat?,2022-04-01,"IMMU, MEDI"
Synergistic interplay between Aliquat 336 and organophosphorus extractants towards non-dispersive extraction of arsenic from petroleum produced water via hollow fiber membrane contactor,2022-04-01,"CHEM, CENG"
Laser-induced sound pinging for the rapid determination of total sugar or sweetener content in commercial beverages,2022-04-01,CHEM
Characterization of the background for a neutrino search with the HAWC observatory,2022-04-01,PHYS
The association between thread pitch and cortical bone thickness influences the primary stability of orthodontic miniscrew implants: a study in human cadaver palates,2022-04-01,DENT
Extraction methodology of lignin from biomass waste influences the quality of bio-oil obtained by solvothermal depolymerization process,2022-04-01,"ENVI, CHEM, ENVI, ENVI, MEDI, ENVI"
Measuring capacities and protecting communities: strengthening regional resilience in the flooded industrial area in Thailand,2022-04-01,"ENGI, ENGI"
Determination of antifungal volatile organic compounds of upland rice vinegar and their inhibition effects on Aspergillus flavus in dried chili pepper,2022-04-01,"AGRI, BIOC"
Loan-to-value policy in a bubble-creation economy,2022-04-01,"ECON, ECON"
Ag3PO4/Ag nanocomposite for selective and sensitive cyanide determination in food samples through catalytical colorimetry using a paper-based test kit,2022-04-01,"MATE, PHYS, PHYS, MATE, MATE, ENGI, MATE"
Cassane-type diterpenes from roots of Pterolobium macropterum and their anti-inflammatory activity,2022-04-01,"BIOC, BIOC, AGRI, AGRI"
"GNSS time and frequency transfers through national positioning, navigation and timing infrastructure",2022-04-01,"MATH, ENGI, EART"
Influence of surface and couple stresses on response of elastic substrate under tilted flat indenter,2022-04-01,"MATH, MATH"
Photoperiod-induced mixotrophic metabolism in Chlorella vulgaris for high biomass and lipid to biodiesel productions using municipal wastewater medium,2022-04-01,"CENG, ENER, ENER, CHEM"
An anthropometric study of the external ear in the Thai population,2022-04-01,MEDI
Fabrication of superhydrophobic natural rubber film via grafting of methyltrichlorosilane,2022-04-01,MATE
Perceptions Regarding the SARS-CoV-2 Pandemic's Impact on Neurocritical Care Delivery: Results From a Global Survey,2022-04-01,"MEDI, MEDI, MEDI"
Viscoelastometric versus standard coagulation tests to guide periprocedural transfusion in adults with cirrhosis: A meta-analysis of randomized controlled trials,2022-04-01,MEDI
Channel size effect on drift-flux parameters for adiabatic and boiling two-phase flows,2022-04-01,"PHYS, ENGI, CENG"
CFD simulation of a cold flow model of inter-connected three fluidized reactors applied to chemical looping hydrogen production,2022-04-01,ENER
Computational fluid dynamics simulation of internally circulating fluidized bed reactor for dry reforming of methane,2022-04-01,ENER
Comparison of the efficacy of three different supplementary cleaning protocols in root-filled teeth with a bioceramic sealer after retreatment—a micro-computed tomographic study,2022-04-01,DENT
Streptococcus agalactiae infection caused spinal deformity in juvenile red tilapia (Oreochromis sp.),2022-04-01,"AGRI, VETE"
Application of neural network modeling and constrained particle swarm optimization of steam production from biomass power plant,2022-04-01,ENER
Regeneration of modified potassium carbonate with monoethanolamine sorbent supported on gamma-alumina in CO2 capture,2022-04-01,ENER
Molecular characterization of the histone acetyltransferase CREBBP/EP300 genes in myeloid neoplasia,2022-04-01,"MEDI, MEDI, BIOC"
Safety and immunogenicity of inactivated COVID-19 vaccine in health care workers,2022-04-01,"IMMU, MEDI"
Life-history traits of ten commercially important small indigenous fish species (SIFS) in the Oxbow lake (Southwestern Bangladesh): key for sound management,2022-04-01,"ENVI, ENVI, ENVI"
Evaluation of modified biofloc system with filtration unit in controlling suspended solids and inorganic nitrogen concentrations in a recirculating aquaculture system,2022-04-01,"BIOC, CENG, ENER, ENER, ENVI, ENVI, CHEM, CHEM"
Pyrolysis of lignocellulosic biomass with high-density polyethylene to produce chemicals and bio-oil with high liquid yields,2022-04-01,"ENVI, ENVI, PHAR, ENVI"
Acute urticaria alone after CoronaVac COVID-19 vaccination should not be a contraindication for revaccination,2022-04-01,MEDI
A phase 2 randomized controlled dose-ranging trial of recombinant pertussis booster vaccines containing genetically inactivated pertussis toxin in women of childbearing age,2022-04-01,"BIOC, IMMU, VETE, MEDI, MEDI"
"Impact of a drug-related patient-reported outcome measure on drug-related problem identification, physicians’ acceptance, and clinical and quality of life outcomes: a randomized controlled trial",2022-04-01,"HEAL, PHAR, PHAR, PHAR, MEDI"
Isolation of bioactive compounds from lichen Parmelia sulcata and evaluation of antimicrobial property,2022-04-01,"MEDI, MEDI"
Arterial involvement and resectability scoring system to predict R0 resection in patients with pancreatic ductal adenocarcinoma treated with neoadjuvant chemoradiation therapy,2022-04-01,MEDI
Service marketing strategies and performances of tourism and hospitality enterprises: implications from a small border province in Thailand,2022-04-01,"BUSI, BUSI, BUSI"
The effect of acemannan in implant placement with simultaneous guided bone regeneration in the aesthetic zone: a randomized controlled trial,2022-04-01,"MEDI, DENT, MEDI"
Building physical health: What is the role of mental health?,2022-04-01,ECON
Factors influencing patient intention to report adverse drug reaction to community pharmacists: A structural equation modeling approach,2022-04-01,"HEAL, PHAR"
Age-related dental phenotypes and tooth characteristics of FAM83H-associated hypocalcified amelogenesis imperfecta,2022-04-01,"MEDI, DENT"
Effects of Angiotensin II Receptor Blockers on Ventricular Hypertrophy in Hypertrophic Cardiomyopathy: A Meta-Analysis of Randomized Controlled Trials,2022-04-01,"PHAR, MEDI, MEDI"
Survival of posterior fixed partial dentures with minimal tooth reduction and improved esthetics: An in vitro study,2022-04-01,DENT
Effects of Feedback Types and Opportunities to Change Answers on Achievement and Ability to Solve Physics Problems,2022-04-01,SOCI
3D SERS Imaging of Nanoporous Gold-Silver Microstructures: Exploring the Formation Mechanism Based on Galvanic Replacement Reaction,2022-03-31,"MATE, ENER, CHEM, MATE"
Impacts of oxygen and ozone nanobubbles on bacteriophage in aquaculture system,2022-03-30,AGRI
Continued Failure of Rabies Elimination—Consideration of Challenges in Applying the One Health Approach,2022-03-29,VETE
Amphiphilic Chitosan Bearing Double Palmitoyl Chains and Quaternary Ammonium Moieties as a Nanocarrier for Plasmid DNA,2022-03-29,"CHEM, CENG"
Characteristics of Laboratory Safety Problems in Academic Laboratory Facilities in a Thai University,2022-03-28,"CHEM, MEDI, CENG"
Crush It Safely: Safety Aspects of Mechanochemical Grignard Synthesis,2022-03-28,"CHEM, MEDI, CENG"
Alteration in the Functional Organization of the Default Mode Network Following Closed Non-severe Traumatic Brain Injury,2022-03-28,NEUR
Halogenated Baicalein as a Promising Antiviral Agent toward SARS-CoV-2 Main Protease,2022-03-28,"CHEM, CENG, COMP, SOCI"
Using Z Boson Events to Study Parton-Medium Interactions in Pb-Pb Collisions,2022-03-25,PHYS
Polydiacetylene-Na+Nanoribbons for Naked Eye Detection of Hydrogen Chloride Gas,2022-03-25,MATE
Assessing face masks in the environment by means of the DPSIR framework,2022-03-25,"ENVI, ENVI, ENVI, ENVI"
"Clinical Utility of SCALE-B to Predict Hepatitis B Virus Relapse, Hepatitis B Surface Antigen Loss After Antiviral Cessation in Asian Patients After 2-Year Follow-up",2022-03-24,MEDI
The Influence of Metal-Doped Graphitic Carbon Nitride on Photocatalytic Conversion of Acetic Acid to Carbon Dioxide,2022-03-23,CHEM
Fast Pyrolysis Downer Reactor: Effect of Reactor Geometry on the Hydrodynamics,2022-03-23,"CHEM, CENG, ENGI"
Unsupervised Mining of HLA-I Peptidomes Reveals New Binding Motifs and Potential False Positives in the Community Database,2022-03-21,"MEDI, IMMU"
Feasibility Study of Fuel Oil and Coal Replacement with Natural Gas in Thailand Context,2022-03-20,"ENER, ECON"
Potential of core-collapse supernova neutrino detection at JUNO,2022-03-18,MULT
